parents	labels	shortname	shortname_rus	name_rus	history_from	history_till	trace_color	wiki_page
stock_mortgage	RU000A0JUW49	ISU-3 GFT PIF	ИСУ-3 ГФТ	ИСУ-3 ЗАО ГФТ ПИФ	2014-10-27			
stock_mortgage	RU000A0JUXF4	ISU EFG-2	ИСУ ЕФГ-2	ИСУ ЕФГ-2 ЕФГУпр.Активами	2014-11-19			
stock_mortgage	RU000A0JUZJ1	ISU Bereg mechty	ИСУБерМеч	ИСУ Берег мечты ФорТрейд	2014-11-19			
stock_mortgage	RU000A0JUZV6	ISU Bereg luny	ИСУБерЛуны	ИСУ Берег луны ФорТрейд	2014-12-09			
stock_mortgage	RU000A0JUZW4	ISU Bereg morya	ИСУБерМоря	ИСУ Берег моря ФорТрейд	2014-12-09			
stock_mortgage	RU000A0JV9P2	ISU-Dohod Ip2 UK Empire Trust	ИСУ-ДохИп2	ИСУ-ДоходИптк2 УК Эмпайр Траст	2015-08-20			
stock_mortgage	RU000A0JVPL6	ISU KAPITAL UK Kapital EM	ИСУ КАП	ИСУ КАПИТАЛ УК Капитал ЭМ	2015-09-11			
stock_mortgage	RU000A0JVST3	ISU-100 VEB	ИСУ100 ВЭБ	ИСУ-100 Внешэкономбанк	2015-10-07			
stock_mortgage	RU000A0JVT35	ISU EFG-3	ИСУ ЕФГ-3	ИСУ ЕФГ-3 УК АйКьюДжи Упр.Акт.	2015-10-01			
subfederal_bond	RU000A0DASA0	Moscow-39	МГор39-об	Гор.Обл.Займ Москвы 39 в.	2004-07-21			
subfederal_bond	RU000A0DF2U3	Komi-7	КОМИ 7в об	Республика Коми 2004 7обл.	2004-11-23			
subfederal_bond	RU000A0DH708	Leningrad reg.-3	ЛенОбл-3об	Ленинградская обл. RU26002LEN	2004-12-17			
subfederal_bond	RU000A0E6TK0	Moscow-44	МГор44-об	Гор.Обл.Займ Москвы 44 в.	2005-06-24			
subfederal_bond	RU000A0E6US1	Moscow-45	МГор45-об	Гор.Обл.Займ Москвы 45 в.	2005-06-27			
subfederal_bond	RU000A0GKKB7	Komi-8	КОМИ 8в об	Республика Коми 2005 8обл.	2005-12-05			
subfederal_bond	RU000A0GRAN8	Sakha (Yakutia) obl.	Саха(Якут)	Республика Саха (Якутия) об.	2006-04-20			
subfederal_bond	RU000A0JNYN1	Moscow-48	МГор48-об	Гор.Обл.Займ Москвы 48 в.	2006-12-11			
subfederal_bond	RU000A0JNYP6	Moscow-49	МГор49-об	Гор.Обл.Займ Москвы 49 в.	2006-12-14			
subfederal_bond	RU000A0JP0B9	Tomsk reg.-30	Томск.об-4	Томская обл. 30 вып.(с аморт.)	2006-12-26			
subfederal_bond	RU000A0JP6K7	Chuvashia reg.-07	Чувашия-06	Чувашская респ. обл. 31006	2007-04-24			
subfederal_bond	RU000A0JP6R2	Moskow reg.-7	Мос.обл.7в	Московская область 26007 обл.	2007-04-25			
subfederal_bond	RU000A0JP6V4	Sakha (Yakutia)-07	Якут-07 об	Респ. Саха(Якутия) об. 35002	2007-04-26			
subfederal_bond	RU000A0JP856	Volgograd reg.-34001	ВолгогрОб4	Волгоградская обл. 34001 обл.	2007-05-22			
subfederal_bond	RU000A0JPB82	Samara reg.-04	СамарОбл 4	Самарская область 4 обл.	2007-06-27			
subfederal_bond	RU000A0JPBE3	Voronezh reg.-04	ВоронежОб4	Адм.Воронежской обл.04обл.	2007-07-02			
subfederal_bond	RU000A0JPBV7	Udmurtia-02	Удмуртия-2	Удмуртская респ. обл.02 вып.	2007-07-17			
subfederal_bond	RU000A0JPH11	Kaluzhsk reg.-03	КалужОбл-3	Калужская область обл.03	2007-11-20			
subfederal_bond	RU000A0JPHC4	Nizhniy Novgorod reg.-04	НижгорОбл4	Нижегородская обл. 34004	2007-12-04			
subfederal_bond	RU000A0JPJA4	Irkutsk Reg.-31-06	ИркОбл31-6	Иркутская обл.31006аморт.	2007-12-12			
subfederal_bond	RU000A0JPJG1	Tomsk reg.-34	Томск.об-5	Томская обл. 34 вып.(с аморт.)	2007-12-17			
subfederal_bond	RU000A0JPJY4	Krasnodar reg.-02	КраснодКр2	Краснодарский кр. 02 обл.	2007-12-21			
subfederal_bond	RU000A0JPKB0	Kostroma reg.-005	КостромОб5	Костромская обл. вып.005	2007-12-27			
subfederal_bond	RU000A0JPRA7	Belgorodskaya obl. 24003	БелгОб 5об	Белгородская обл. 24003 обл.	2008-05-14			
subfederal_bond	RU000A0JPRE9	Karelia 11	Карелия 11	Республика Карелия 34011	2008-05-15			
subfederal_bond	RU000A0JPSX7	Chuvashia reg.- 07	Чувашия-07	Чувашская респ. обл. 34007	2008-06-10			
subfederal_bond	RU000A0JPTB1	Lipetsk reg.-2008	ЛипецкОбл6	Липецкая обл.-2008 (34006)	2008-06-11			
subfederal_bond	RU000A0JPTP1	Moskow reg.-8	Мос.обл.8в	Московская область 34008 обл.	2008-06-17			
subfederal_bond	RU000A0JPTQ9	Volgograd reg. 07	ВолгогрОб7	Волгоградская обл. 07 обл.	2008-06-17			
subfederal_bond	RU000A0JPU55	Samara reg.-05	СамарОбл 5	Самарская область 5 обл.	2008-06-26			
subfederal_bond	RU000A0JPVB7	Kaluzhsk.reg.-04	КалужОбл-4	Калужская область обл.04	2008-07-02			
subfederal_bond	RU000A0JPWK6	Udmurtia-03	Удмуртия-3	Удмуртская респ. обл.03 вып.	2008-07-15			
subfederal_bond	RU000A0JPXV1	Moscow-53	МГор53-об	Гор.Обл.Займ Москвы 53 в.	2008-09-01			
subfederal_bond	RU000A0JPXW9	Moscow-54	МГор54-об	Гор.Обл.Займ Москвы 54 в.	2008-09-05			
subfederal_bond	RU000A0JPZ35	Moscow-55	МГор55-об	Гор.Обл.Займ Москвы 55 в.	2008-09-15			
subfederal_bond	RU000A0JPZ50	Moscow-56	МГор56-об	Гор.Обл.Займ Москвы 56 в.	2008-09-22			
subfederal_bond	RU000A0JPZ68	Moscow-57	МГор57-об	Гор.Обл.Займ Москвы 57 в.	2008-09-29			
subfederal_bond	RU000A0JQ193	Tomsk reg.-37	Томск.об-7	Томская обл. 37 вып.(с аморт.)	2008-11-27			
subfederal_bond	RU000A0JQ1Q4	Moskow reg.-9	Мос.обл.9в	Московская область 34009 обл.	2008-12-11			
subfederal_bond	RU000A0JQ2E8	Tverskaya obl. 2008	ТверОбл 08	Тверская область 2008	2008-12-26			
subfederal_bond	RU000A0JQ5H4	Moscow-63	МГор63-об	Гор.Обл.Займ Москвы 63 в.	2009-06-10			
subfederal_bond	RU000A0JQ5J0	Moscow-60	МГор60-об	Гор.Обл.Займ Москвы 60 в.	2009-05-28			
subfederal_bond	RU000A0JQ5K8	Moscow-61	МГор61-об	Гор.Обл.Займ Москвы 61 в.	2009-06-03			
subfederal_bond	RU000A0JQ5L6	Moscow-62	МГор62-об	Гор.Обл.Займ Москвы 62 в.	2009-06-08			
subfederal_bond	RU000A0JQ9T1	Samara reg.-06	СамарОбл 6	Самарская область 2009	2009-08-14			
subfederal_bond	RU000A0JQHJ7	Moscow-64	МГор64-об	Гор.Обл.Займ Москвы 64 в.	2009-11-16			
subfederal_bond	RU000A0JQHM1	Moscow-66	МГор66-об	Гор.Обл.Займ Москвы 66 в.	2009-11-23			
subfederal_bond	RU000A0JQHN9	Moscow-65	МГор65-об	Гор.Обл.Займ Москвы 65 в.	2009-11-18			
subfederal_bond	RU000A0JQJF1	Krasnoyarsk reg.- 04	КраснЯрКр4	Красноярский край обл.04	2009-11-12			
subfederal_bond	RU000A0JQLD2	Nizhniy Novgorod reg.-05	НижгорОбл5	Нижегородская обл. 34005	2009-12-02			
subfederal_bond	RU000A0JQN04	Tverskaya obl. 2009	ТверОбл 09	Тверская область 2009	2009-12-17			
subfederal_bond	RU000A0JQP44	HMAO-Yugri 06	ХМАО-Югры6	ХМАО-Югры об. 25006	2009-12-24			
subfederal_bond	RU000A0JQP51	HMAO-Yugri 08	ХМАО-Югры8	ХМАО-Югры об. 25008	2009-12-24			
subfederal_bond	RU000A0JQP69	HMAO-Yugri 07	ХМАО-Югры7	ХМАО-Югры об. 25007	2009-12-24			
subfederal_bond	RU000A0JQPH4	Irkutsk Reg.-31007	ИркОбл31-7	Иркутская обл.31007аморт.	2009-12-25			
subfederal_bond	RU000A0JQTH6	Sakha (Yakutia)-09	Якут-09 об	Респ. Саха(Якутия) об. 34004	2010-03-25			
subfederal_bond	RU000A0JQVS9	Yrosl. region-09	ЯрОбл-09	Ярославская обл. об.2009г.	2010-05-20			
subfederal_bond	RU000A0JQWF4	Volgograd reg.-34004	ВолгогрОб9	Волгоградская обл. 34004 обл.	2010-06-09			
subfederal_bond	RU000A0JQX51	Karelia 13	Карелия 13	Республика Карелия 34013	2010-06-25			
subfederal_bond	RU000A0JQZX0	Hakasiya 2010 (34001)	Хакасия 01	Хакасия 2010 об.34001	2010-08-25			
subfederal_bond	RU000A0JR225	Krasnodar reg.-03	КраснодКр3	Краснодарский кр. 03 обл.	2010-09-28			
subfederal_bond	RU000A0JR2H0	Nizhniy Novgorod reg.-06	НижгорОбл6	Нижегородская обл. 34006	2010-10-07			
subfederal_bond	RU000A0JR3B1	Komi-9	КОМИ 9в об	Республика Коми 2010 9обл.	2010-10-19			
subfederal_bond	RU000A0JR4V7	Sankt-Peterburg 25038	СПбГО-38	Санкт-Петербург обл. 25038	2010-12-01			
subfederal_bond	RU000A0JR530	Udmurtia-04	Удмуртия-4	Удмуртская респ. обл.04 вып.	2010-11-25			
subfederal_bond	RU000A0JR5G5	Ryazanskaya obl. 2010 - 34001	РязОбл 01	Рязанская обл. 2010 обл. 34001	2010-12-02			
subfederal_bond	RU000A0JR639	Tverskaya obl. 2010	ТверОбл 10	Тверская область 2010	2010-12-22			
subfederal_bond	RU000A0JREC7	Yarosl. region-10	ЯрОбл-10	Ярославская обл. об.2011г.	2011-04-19			
subfederal_bond	RU000A0JRGR0	Volgograd reg.-34005	ВолгогОб10	Волгоградская обл. 34005 обл.	2011-05-11			
subfederal_bond	RU000A0JRHB2	Sakha (Yakutia)-10	Якут-10 об	Республика Саха (Якутия) об.10	2011-05-20			
subfederal_bond	RU000A0JRHN7	Kaluzhsk.reg.-05	КалужОбл-5	Калужская область обл.05	2011-05-26			
subfederal_bond	RU000A0JRJF9	Samara reg.-07	СамарОбл 7	Самарская область 2011	2011-06-08			
subfederal_bond	RU000A0JRJX2	Chuvashia reg.- 08	Чувашия-08	Чувашская респ. обл. 31008	2011-06-15			
subfederal_bond	RU000A0JRWA3	Nizhniy Novgorod reg.-07	НижгорОбл7	Нижегородская обл. 34007	2011-11-17			
subfederal_bond	RU000A0JRWS5	Kostroma reg.-006	КостромОб6	Костромская обл. вып.006	2011-11-24			
subfederal_bond	RU000A0JRY67	Udmurtia-05	Удмуртия-5	Удмуртская респ. обл.05 вып.	2011-12-01			
subfederal_bond	RU000A0JRYA9	Karelia 14	Карелия 14	Республика Карелия 34014	2011-12-02			
subfederal_bond	RU000A0JRYP7	Krasnoyarsk reg.- 05	КраснЯрКр5	Красноярский край обл.05	2011-12-06			
subfederal_bond	RU000A0JS009	Sverdlovskaya obl. 01	СвердлОб1	Свердловская обл. 01	2011-12-13			
subfederal_bond	RU000A0JS0N1	Komi-10	КОМИ 10 об	Республика Коми 2011 10 обл.	2011-12-15			
subfederal_bond	RU000A0JS1E8	Vologodskaya obl. 34002	ВологодОб2	Вологодская обл. 34002 обл.	2011-12-21			
subfederal_bond	RU000A0JS7P1	Volgograd reg.-35002	ВолгогОб11	Волгоградская обл. 35008 обл.	2012-05-04			
subfederal_bond	RU000A0JS850	Sakha (Yakutia)-11	Якут-11 об	Республика Саха (Якутия) об.11	2012-05-17			
subfederal_bond	RU000A0JS8T1	Lipetsk reg.-2012	ЛипецкОбл7	Липецкая обл.-2012 (34007)	2012-06-01			
subfederal_bond	RU000A0JS9J0	Samara reg.-08	СамарОбл 8	Самарская область 2012	2012-06-20			
subfederal_bond	RU000A0JSFK5	Chuvashia reg.- 09	Чувашия-09	Чувашская респ. обл. 34009	2012-07-18			
subfederal_bond	RU000A0JSQR7	Hakasiya 2012 (34002)	Хакасия 02	Хакасия 2012 об.34002	2012-08-09			
subfederal_bond	RU000A0JSRL8	Belgorodskaya obl. 2012	БелгОб2012	Белгородская обл.2012 обл.	2012-08-14			
subfederal_bond	RU000A0JSU45	Yarosl. region-11	ЯрОбл-11	Ярославская обл. об.2012г.	2012-08-24			
subfederal_bond	RU000A0JSVD7	Nizhniy Novgorod reg.-08	НижгорОбл8	Нижегородская обл. 34008	2012-08-29			
subfederal_bond	RU000A0JT1G2	Tulskiy region 2012	ТулОбл2012	Тульская область 2012 обл.02	2012-09-25			
subfederal_bond	RU000A0JT361	Marii El 2012	МарЭл2012	Респ.Марий Эл 2012 обл.06	2012-10-04			
subfederal_bond	RU000A0JT7L9	Karelia 15	Карелия 15	Республика Карелия 34015	2012-10-23			
subfederal_bond	RU000A0JT8G7	Krasnoyarsk reg.- 06	КраснЯрКр6	Красноярский край 2012 обл.06	2012-10-25			
subfederal_bond	RU000A0JTBA3	Krasnodar reg.-04	КраснодКр4	Краснодарский кр. 04 обл.	2012-11-15			
subfederal_bond	RU000A0JTDL6	Sankt-Peterburg 25039	СПбГО-39	Санкт-Петербург обл. 25039	2012-12-03			
subfederal_bond	RU000A0JTDR3	Bashkortostan-7	Башкорт7об	Республика Башкортостан 34007	2012-12-04			
subfederal_bond	RU000A0JTDZ6	Sverdlovskaya obl. 02	СвердлОб2	Свердловская обл. 02	2012-12-05			
subfederal_bond	RU000A0JTF68	Vologodskaya obl. 34003	ВологодОб3	Вологодская обл. 34003 обл.	2012-12-11			
subfederal_bond	RU000A0JTF76	Udmurtia-06	Удмуртия-6	Удмуртская респ. обл.06 вып.	2012-12-11			
subfederal_bond	RU000A0JTFZ1	Stavropolsky kray 01	СтаврКрай1	Ставропольский край 01 обл.	2012-12-18			
subfederal_bond	RU000A0JTG34	Voronezh reg.-05	ВоронежОб5	Воронежская обл.05обл.	2012-12-18			
subfederal_bond	RU000A0JTGD6	Tomsk reg.-45	ТомскОб 45	Томская обл. 45 вып.(с аморт.)	2012-12-20			
subfederal_bond	RU000A0JTGE4	Orenburgskaya obl.  34001	ОренОбл 01	Оренбургская область 34001 об.	2012-12-20			
subfederal_bond	RU000A0JTGF1	Ryazanskaya obl.  34002	РязОбл 02	Рязанская область 34002 об.	2012-12-20			
subfederal_bond	RU000A0JTGN5	Tverskaya obl. 2012	ТверОбл 12	Тверская область 2012	2012-12-24			
subfederal_bond	RU000A0JTVM6	Sakha (Yakutia)-35005	Якут 35005	Респ. Саха(Якутия) об. 35005	2013-04-24			
subfederal_bond	RU000A0JTVZ8	Lipetsk reg.-2013	ЛипецкОбл8	Липецкая обл.-2013 (35008)	2013-04-26			
subfederal_bond	RU000A0JTXF6	Volgograd reg.- 35003	ВолгогОб12	Волгоградская обл. 35003 обл.	2013-05-21			
subfederal_bond	RU000A0JTXW1	Moscow-67	МГор67-об	Гор.Обл.Займ Москвы 67 в.	2013-06-05			
subfederal_bond	RU000A0JTYB3	Chuvashia reg.- 10	Чувашия-10	Чувашская респ. обл. 34010	2013-06-07			
subfederal_bond	RU000A0JTZK1	Orenburgskaya obl.  35001	ОренОбл 02	Оренбургская область 35001 об.	2013-06-26			
subfederal_bond	RU000A0JU0W8	Yarosl. region-12	ЯрОбл 2013	Ярославская обл. об.2013г.	2013-07-19			
subfederal_bond	RU000A0JU1V8	Karelia 16	Карелия 16	Республика Карелия 34016	2013-07-31			
subfederal_bond	RU000A0JU286	Belgorodskaya obl. 2013	БелгОб2013	Белгородская обл.2013 обл.	2013-08-06			
subfederal_bond	RU000A0JU2H5	Samara reg.-09	СамарОбл 9	Самарская область 2013	2013-08-09			
subfederal_bond	RU000A0JU3B6	Nizhniy Novgorod reg.-09	НижгорОбл9	Нижегородская обл. 34009	2013-08-26			
subfederal_bond	RU000A0JU5U1	Krasnoyarsk reg.- 34007	КраснЯрКр7	Красноярский край  обл.07	2013-09-25			
subfederal_bond	RU000A0JU5V9	Moscow-68	МГор68-об	Гор.Обл.Займ Москвы 68 в.	2013-10-03			
subfederal_bond	RU000A0JU5W7	Moscow-69	МГор69-об	Гор.Обл.Займ Москвы 69 в.	2013-11-26			
subfederal_bond	RU000A0JU5X5	Moscow-70	МГор70-об	Гор.Обл.Займ Москвы 70 в.	2013-12-10			
subfederal_bond	RU000A0JU5Y3	Moscow-71	МГор71-об	Гор.Обл.Займ Москвы 71 в.	2013-12-17			
subfederal_bond	RU000A0JU674	Bashkortostan-8	Башкорт8об	Республика Башкортостан 34008	2013-09-27			
subfederal_bond	RU000A0JU6N4	Kostroma reg.-007	КостромОб7	Костромская обл. вып.007	2013-10-04			
subfederal_bond	RU000A0JU6P9	Volgograd reg.- 35004	ВлгОб35004	Волгоградская обл. 35004 обл.	2013-10-08			
subfederal_bond	RU000A0JU740	Udmurtia-7	Удмуртия-7	Удмуртская респ. 2013 обл.	2013-10-10			
subfederal_bond	RU000A0JU7H4	Omsk region - 2013	ОмскОб2013	Омская обл. 34001 обл.	2013-10-15			
subfederal_bond	RU000A0JU7R3	Smolensk region - 2013	СмолОб2013	Смоленская обл.2013 34001 обл.	2013-10-21			
subfederal_bond	RU000A0JU823	Voronezh. reg.- 06	ВржОб34006	Воронежская обл. 34006 обл.	2013-10-24			
subfederal_bond	RU000A0JU8Q3	Respublika Mordovia - 01	Мордовия01	Мордовия 34001 обл.	2013-10-28			
subfederal_bond	RU000A0JU8R1	Hakasiya 2013 (35003)	Хакас2013	Хакасия 2013 об.35003	2013-10-29			
subfederal_bond	RU000A0JU963	Novosibirskaya oblast 2013	Новсиб2013	Новосибирская область 2013	2013-10-31			
subfederal_bond	RU000A0JU9G2	Stavropolsky kray 02	СтаврКрай2	Ставропольский край 2013 обл.2	2013-11-06			
subfederal_bond	RU000A0JUAC9	Tulskiy region 2013	ТулОбл2013	Тульская область 2013 обл.03	2013-11-21			
subfederal_bond	RU000A0JUAX5	Tverskaya obl. 2013	ТверОбл 13	Тверская область 2013	2013-11-28			
subfederal_bond	RU000A0JUAZ0	Kemerovskaya obl. 2013	КемерОбл13	Кемеровская область 2013	2013-11-29			
subfederal_bond	RU000A0JUCZ6	Tomsk reg.-48	ТомскОб 48	Томская обл. 48 вып.(с аморт.)	2013-12-24			
subfederal_bond	RU000A0JUMN1	Krasnoyarsk reg.- 34008	КраснЯрКр8	Красноярский край  обл.08	2014-05-26			
subfederal_bond	RU000A0JUMW2	Mari El 2014	МарЭл2014	Респ.Марий Эл 2014 обл.07	2014-05-28			
subfederal_bond	RU000A0JUN81	Komi-11	КОМИ 11 об	Республика Коми 2014 11 обл.	2014-06-05			
subfederal_bond	RU000A0JUNK5	Lipetsk reg.-2014	ЛипецкОбл9	Липецкая обл.-2014 (34009)	2014-06-10			
subfederal_bond	RU000A0JUP89	Volgograd reg.-35005	ВлгОб35005	Волгоградская обл. 35005 обл.	2014-06-19			
subfederal_bond	RU000A0JUPE3	Orenburg reg.-35002	Оренб35002	Оренбургская область 35002 об.	2014-06-23			
subfederal_bond	RU000A0JUQB7	Belgorodskaya obl. 2014	БелгОб2014	Белгородская обл.2014 обл.	2014-06-30			
subfederal_bond	RU000A0JUQF8	Yaroslavl region 2014	ЯрОбл 2014	Ярославская обл. об.2014г.	2014-07-01			
subfederal_bond	RU000A0JUQH4	Sakha (Yakutia)-35006	Якут 35006	Респ. Саха(Якутия) об. 35006	2014-07-02			
subfederal_bond	RU000A0JUQP7	Samara reg.-10	СамарОбл10	Самарская область 2014	2014-07-10			
subfederal_bond	RU000A0JUR46	Novosibirskaya oblast 2014	Новсиб2014	Новосибирская область 2014	2014-10-09			
subfederal_bond	RU000A0JUVM4	Krasnoyarsk reg.- 34009	КраснЯрКр9	Красноярский край  обл.09	2014-10-06			
subfederal_bond	RU000A0JUWB5	HMAO-Yugra ob. 34001	ХМАО 09	ХМАО-Югры об. 34001	2014-10-14			
subfederal_bond	RU000A0JUWJ8	Karelia 17	Карелия 17	Республика Карелия 35017	2014-10-15			
subfederal_bond	RU000A0JUWK6	Voronezh reg.-07	ВоронежОб7	Воронежская обл.07обл.	2014-10-15			
subfederal_bond	RU000A0JUWT7	Bashkortostan-9	Башкорт9об	Республика Башкортостан 34009	2014-10-16			
subfederal_bond	RU000A0JUX89	Omsk region - 2014	ОмскОб2014	Омская обл. 34002 обл.	2014-10-21			
subfederal_bond	RU000A0JUXW9	Hakasiya 2014 (35004)	Хакас2014	Хакасия 2014 об.35004	2014-10-28			
subfederal_bond	RU000A0JV2J0	Leningrad reg. 2014	ЛенОбл2014	Ленинградская обл. 2014	2014-12-16			
subfederal_bond	RU000A0JV3Z4	Magadan Region 2014	МгдОбл2014	Магаданская обл. 2014	2014-12-29			
subfederal_bond	RU000A0JVEH8	Sakha (Yakutia)-07	Якут-07 об	Республика Саха (Якутия) об.07	2015-05-21			
subfederal_bond	RU000A0JVK00	Samara reg.-11	СамарОбл11	Самарская область 2015	2015-06-25			
subfederal_bond	RU000A0JVKF9	Komi-12	КОМИ 12 об	Республика Коми 2015 12 обл.	2015-07-01			
subfederal_bond	RU000A0JVL33	Belgorodskaya obl. 2015	БелгОб2015	Белгородская обл.2015 обл.	2015-07-07			
subfederal_bond	RU000A0JVM81	Orenburg reg.-35003	Оренб35003	Оренбургская область 35003 об.	2015-07-16			
subfederal_bond	RU000A0JVPR3	Nizhniy Novgorod reg. 10	НижгорОб10	Нижегородская обл. 34010	2015-08-24			
subfederal_bond	RU000A0JVS10	Krasnoyarsk reg.- 34010	КрасЯрКр10	Красноярский край  обл.10	2015-09-15			
subfederal_bond	RU000A0JVSY3	Udmurtia 2015	Удмурт2015	Удмуртская респ. обл. 2015	2015-09-24			
subfederal_bond	RU000A0JVU65	Volgograd reg.-35006	ВлгОб35006	Волгоградская обл. 35006 обл.	2015-10-07			
subfederal_bond	RU000A0JVUH4	Khakasia 2015 (35005)	Хакас2015	Хакасия 2015 об.35005	2015-10-13			
subfederal_bond	RU000A0JVUW3	Tulskiy region 2015	ТулОбл2015	Тульская область 2015 обл.04	2015-10-20			
subfederal_bond	RU000A0JVV49	Respublika Mordovia - 02	Мордовия02	Мордовия 34002 обл.	2015-10-21			
subfederal_bond	RU000A0JVVS9	Bashkortostan-10	Башкор10об	Республика Башкортостан 34010	2015-10-27			
subfederal_bond	RU000A0JVWM0	Krasnoyarsk reg.- 34011	КрасЯрКр11	Красноярский край  обл.11	2015-11-03			
subfederal_bond	RU000A0JVZE0	Krasnodar reg.-05	КраснодКр5	Краснодарский кр. 05 обл.	2015-12-01			
subfederal_bond	RU000A0JW1K9	Tomsk reg.-55	ТомскОб 55	Томская обл. 55 вып.(с аморт.)	2015-12-28			
subfederal_bond	RU000A0JWGT6	Sakha (Yakutia)-08	Якут-08 об	Республика Саха (Якутия) об.08	2016-05-18			
subfederal_bond	RU000A0JWHN7	Yaroslavl region 2016	ЯрОбл 2016	Ярославская обл. об.2016г.	2016-05-27			
subfederal_bond	RU000A0JWKB6	Belgorodskaya obl. 2016	БелгОб2016	Белгородская обл.2016 обл.	2016-06-14			
subfederal_bond	RU000A0JWLD0	Nizhniy Novgorod reg. 11	НижгорОб11	Нижегородская обл. 35011	2016-06-22			
subfederal_bond	RU000A0JWM56	Samara reg.-12	СамарОбл12	Самарская область 2016	2016-07-01			
subfederal_bond	RU000A0JWSQ7	Respublika Mordovia - 03	Мордовия03	Мордовия 34003 обл.	2016-09-09			
subfederal_bond	RU000A0JWT75	Tambov Region FinDpt 35002	ТамбовОбл2	ФУ Тамбовской области 35002	2016-09-20			
subfederal_bond	RU000A0JWT91	Udmurtia 2016	Удмурт2016	Удмуртская респ. обл. 2016	2016-09-21			
subfederal_bond	RU000A0JWUV3	Novosibirskaya oblast 2016	Новсиб2016	Новосибирская область 2016	2016-10-04			
subfederal_bond	RU000A0JWX87	Omsk region - 2016	ОмскОб2016	Омская обл. 35003 обл.	2016-11-01			
subfederal_bond	RU000A0JWXF0	Krasnoyarsk reg.- 34012	КрасЯрКр12	Красноярский край  обл.12	2016-11-02			
subfederal_bond	RU000A0JWXQ7	Khakasia 2016 (35006)	Хакас2016	Хакасия 2016 об.35006	2016-11-03			
subfederal_bond	RU000A0JWY29	Stavropolsky kray 03	СтаврКрай3	Ставропольский край 2016 обл.3	2016-11-08			
subfederal_bond	RU000A0JWZ77	Sverdlovskaya obl. 03	СвердлОб3	Свердловская обл. 03	2016-11-17			
subfederal_bond	RU000A0JWZM1	Komi-13	КОМИ 13 об	Республика Коми 2016 13 обл.	2016-11-23			
subfederal_bond	RU000A0JX0B9	Moscow Region MEF 2016	МосОбл2016	МЭФ Московской обл. 2016	2016-11-29			
subfederal_bond	RU000A0JX0Z8	Yamal-Nenets AO 2016	ЯНАО-2016	Ямало-Ненецкий АО об 2016	2016-12-07			
subfederal_bond	RU000A0JX215	HMAO-Yugra ob. 35001	ХМАО 10	ХМАО-Югры об. 35001	2016-12-19			
subfederal_bond	RU000A0JX2S9	Kaliningrad Oblast 2016	КалинОбл16	Калининградская область 2016	2016-12-23			
subfederal_bond	RU000A0JX314	Irkutsk Reg.-34001	ИркОбл2016	Иркутская обл.34001аморт.	2016-12-26			
subfederal_bond	RU000A0JXR43	Sakha (Yakutia)-09	Якут-09 об	Республика Саха (Якутия) об.09	2017-05-18			
subfederal_bond	RU000A0JXS83	Yaroslavl region 2017	ЯрОбл 2017	Ярославская обл. об.2017г.	2017-06-01			
subfederal_bond	RU000A0JXSD3	Volgograd reg.-35007	ВлгОб35007	Волгоградская обл. 35007 обл.	2017-06-02			
subfederal_bond	RU000A0JXT41	Samara reg.-13	СамарОбл13	Самарская область 2017	2017-06-09			
subfederal_bond	RU000A0JXTW1	Belgorodskaya obl. 2017	БелгОб2017	Белгородская обл.2017 обл.	2017-06-20			
subfederal_bond	RU000A0JXUD9	Komi-14	КОМИ 14 об	Республика Коми 2017 14 обл.	2017-06-27			
subfederal_bond	RU000A0JXVH8	Tambov Region FinDpt 35003	ТамбовОбл3	ФУ Тамбовской области 35003	2017-07-12			
subfederal_bond	RU000A0JXYS9	Krasnodar reg. 35001	КраснодКр1	Краснодарский кр. 35001 обл.	2017-08-11			
subfederal_bond	RU000A0JY031	Mari El 2017	МФ МарЭл17	Респ.Марий Эл 2017обл.08	2017-08-30			
subfederal_bond	RU000A0ZYB40	Minfin Kuzbass 2017	МФКузбас17	Минфин Кузбасса 2017	2017-09-26			
subfederal_bond	RU000A0ZYBD3	Novosibirskaya oblast 2017	Новсиб2017	Новосибирская область 2017	2017-09-28			
subfederal_bond	RU000A0ZYCD1	Kursk reg.-35001	Курск35001	Курская область 35001 об.	2017-10-10			
subfederal_bond	RU000A0ZYCM2	Krasnoyarsk reg.- 34013	КрасЯрКр13	Красноярский край  обл.13	2017-10-12			
subfederal_bond	RU000A0ZYCZ4	Karelia 18	Карелия 18	Республика Карелия 35018	2017-10-16			
subfederal_bond	RU000A0ZYDQ1	Nizhniy Novgorod reg. 12	НижгорОб12	Нижегородская обл. 34012	2017-10-23			
subfederal_bond	RU000A0ZYDU3	Sverdlovskaya obl. 04	СвердлОб4	Свердловская обл. 04	2017-10-24			
subfederal_bond	RU000A0ZYF61	Nenets Aut.Okrug 2017	НАО 2017	Ненецкий авт.округ 2017	2017-11-09			
subfederal_bond	RU000A0ZYFB8	Krasnoyarsk reg.- 35014	КрасЯрКр14	Красноярский край  обл.14	2017-11-09			
subfederal_bond	RU000A0ZYG60	Saratov Region 2017	СаратОбл17	Саратовская область 2017 об.	2017-11-22			
subfederal_bond	RU000A0ZYGM3	Oryol region 2017	ОрлОбл2017	Орловская область 2017	2017-11-27			
